id,claim,image_provided,image_facts,text_facts,normalized_facts,rag_queries,hyde_doc_1,hyde_doc_2,error
485,"Phòng Cảnh sát kinh tế, Công an tỉnh Tây Ninh đã triệt phá đường dây sản xuất, buôn bán gas giả với quy mô liên tỉnh vào ngày 14/01/2026.",True,Người đàn ông mặc đồng phục cảnh sát màu xanh lá cây với sọc đỏ và vàng trên vai|Đồng phục có nhiều nút và một danh hiệu nhỏ ở ngực trái|Người đàn ông đang cầm một tờ giấy in hình chữ cái 'P' màu xanh dương và trắng|Hintergrund: Một bức tường bê tông cũ kỹ với một cửa sổ đóng bằng vách gỗ màu xanh dương và một số hộp carton|Một chiếc bát nhựa màu đỏ nằm gần cửa sổ,"Phòng Cảnh sát kinh tế, Công an tỉnh Tây Ninh đã triệt phá đường dây sản xuất, buôn bán gas giả.|Quy mô của đường dây này liên quan đến nhiều tỉnh.|Sự việc đã diễn ra vào ngày 14/01/2026.","Phòng Cảnh sát kinh tế, Công an tỉnh Tây Ninh đã triệt phá đường dây sản xuất, buôn bán gas giả.|Quy mô của đường dây này liên quan đến nhiều tỉnh.|Sự việc đã diễn ra vào ngày 14/01/2026.",Cảnh sát Tây Ninh|Triệt phá đường dây sản xuất gas giả|Quy mô liên tỉnh,"{'title': 'Tây Ninh: Triệt phá đường dây sản xuất, buôn bán gas giả', 'content': 'Trong quá trình điều tra, Phòng Cảnh sát kinh tế, Công an tỉnh Tây Ninh đã phát hiện và triệt phá đường dây sản xuất, buôn bán gas giả với quy mô liên tỉnh vào ngày 14/01/2026. Sự việc đã gây ra hậu quả nghiêm trọng cho cộng đồng địa phương và đòi hỏi sự can thiệp mạnh mẽ từ phía cơ quan chức năng để đảm bảo an ninh xã hội.'}","{'title': 'Triệt phá đường dây sản xuất gas giả tại Tây Ninh', 'content': 'Ngày 14/01/2026, Phòng Cảnh sát kinh tế, Công an tỉnh Tây Ninh đã triệt phá đường dây sản xuất, buôn bán gas giả với quy mô liên tỉnh. Sự việc đã được xác nhận thông qua các chứng cứ vật lý và lời khai của các đối tượng liên quan. Việc triệt phá đường dây này đã giúp ngăn chặn việc lưu thông và tiêu thụ hàng hóa giả mạo trên thị trường địa phương.'}",
486,"P.H.N, sinh năm 1982, là một trong ba đối tượng cầm đầu đường dây sản xuất gas giả đã bị bắt giữ và lấy lời khai.",True,Người đàn ông mặc đồng phục cảnh sát màu xanh lá cây|Đồng phục có nhiều nút và một danh hiệu nhỏ ở ngực trái|Người đàn ông đang cầm một tờ giấy in hình chữ cái 'P' màu xanh dương và trắng,"P.H.N, sinh năm 1982|P.H.N là một trong ba đối tượng|P.H.N đã cầm đầu đường dây sản xuất gas giả|P.H.N đã bị bắt giữ|P.H.N đã được lấy lời khai","P.H.N, sinh năm 1982|P.H.N là một trong ba đối tượng|P.H.N đã cầm đầu đường dây sản xuất gas giả|P.H.N đã bị bắt giữ|P.H.N đã được lấy lời khai|Người đàn ông mặc đồng phục cảnh sát màu xanh lá cây|Đồng phục có nhiều nút và một danh hiệu nhỏ ở ngực trái|Người đàn ông đang cầm một tờ giấy in hình chữ cái 'P' màu xanh dương và trắng","P.H.N, sinh năm 1982|Cầm đầu đường dây sản xuất gas giả|Bắt giữ và lấy lời khai","Ngày hôm qua, lực lượng chức năng đã tiến hành một cuộc điều tra nghiêm túc về đường dây sản xuất gas giả do P.H.N, sinh năm 1982, cầm đầu. P.H.N đã bị bắt giữ và lấy lời khai từ anh ta để làm rõ vụ án.","Trong quá trình điều tra, P.H.N đã thừa nhận rằng anh ta đã tổ chức và chỉ đạo đường dây sản xuất gas giả từ năm 1982 đến nay. Anh ta cũng đã bị bắt giữ và lấy lời khai từ anh ta để làm rõ vụ án.",
487,Đường dây sản xuất gas giả này chỉ hoạt động duy nhất trên địa bàn tỉnh Tây Ninh.,True,"Người đàn ông mặc đồng phục cảnh sát|Đồng phục có nhiều nút và danh hiệu nhỏ|Người đàn ông cầm tờ giấy in chữ cái 'P'|Hintergrund: Bức tường bê tông cũ kỹ, cửa sổ đóng bằng vách gỗ, hộp carton|Một chiếc bát nhựa màu đỏ",Đường dây sản xuất gas giả chỉ hoạt động duy nhất|Địa điểm hoạt động của đường dây là trên địa bàn tỉnh Tây Ninh,"Đường dây sản xuất gas giả chỉ hoạt động duy nhất|Địa điểm hoạt động của đường dây là trên địa bàn tỉnh Tây Ninh|Người đàn ông mặc đồng phục cảnh sát|Đồng phục có nhiều nút và danh hiệu nhỏ|Người đàn ông cầm tờ giấy in chữ cái 'P'|Hintergrund: Bức tường bê tông cũ kỹ, cửa sổ đóng bằng vách gỗ, hộp carton|Một chiếc bát nhựa màu đỏ",Đường dây sản xuất gas giả|Điểm hoạt động của đường dây|Tỉnh Tây Ninh,Báo cáo về đường dây sản xuất gas giả chỉ hoạt động duy nhất trên địa bàn tỉnh Tây Ninh,Cảnh sát đã phát hiện đường dây sản xuất gas giả chỉ hoạt động duy nhất trên địa bàn tỉnh Tây Ninh,
488,Công an đã thu giữ 50 xe ô tô tải và 10 xe mô tô làm tang vật trong vụ án sản xuất gas giả.,True,Người đàn ông mặc đồng phục cảnh sát màu xanh lá cây|Đồng phục có nhiều nút và một danh hiệu nhỏ ở ngực trái|Người đàn ông đang cầm một tờ giấy in hình chữ cái 'P' màu xanh dương và trắng,Công an đã thu giữ 50 xe ô tô tải|Công an đã thu giữ 10 xe mô tô|Những chiếc xe được thu giữ là tang vật trong vụ án sản xuất gas giả,Công an thu giữ 50 xe ô tô tải|Công an thu giữ 10 xe mô tô|Những chiếc xe là tang vật trong vụ án sản xuất gas giả,Công an thu giữ xe|Vụ án sản xuất gas giả|Tang vật vụ án,"{'title': 'Cảnh sát thu giữ hàng loạt xe trong vụ án sản xuất gas giả', 'content': 'Trong quá trình điều tra về vụ án sản xuất gas giả, lực lượng công an đã tiến hành một cuộc khám xét lớn tại một cơ sở sản xuất. Kết quả, họ đã thu giữ tổng cộng 50 xe ô tô tải và 10 xe mô tô, những chiếc xe này đều được xác định là tang vật của vụ án. Đây là một bước quan trọng trong việc điều tra và xử lý vụ án này.'}","{'title': 'Cảnh sát thu giữ 50 xe ô tô tải và 10 xe mô tô trong vụ án sản xuất gas giả', 'content': 'Lực lượng công an đã tiến hành một cuộc khám xét lớn tại một cơ sở sản xuất để điều tra về vụ án sản xuất gas giả. Kết quả, họ đã thu giữ tổng cộng 50 xe ô tô tải và 10 xe mô tô, những chiếc xe này đều được xác định là tang vật của vụ án. Đây là một bước quan trọng trong việc điều tra và xử lý vụ án này.'}",
489,Ban chuyên án đã tiến hành công tác trinh sát đường dây sản xuất gas giả trong khoảng thời gian chính xác là 3 tháng.,True,Người đàn ông mặc đồng phục cảnh sát màu xanh lá cây|Đồng phục có nhiều nút và một danh hiệu nhỏ ở ngực trái|Người đàn ông đang cầm một tờ giấy in hình chữ cái 'P' màu xanh dương và trắng,Công tác trinh sát đường dây sản xuất gas giả được tiến hành bởi ban chuyên án|Thời gian của công tác trinh sát là 3 tháng|Ban chuyên án tiến hành công tác trinh sát đường dây sản xuất gas giả,Công tác trinh sát đường dây sản xuất gas giả|Thời gian công tác trinh sát là 3 tháng|Ban chuyên án tiến hành công tác trinh sát đường dây sản xuất gas giả,công tác trinh sát đường dây sản xuất gas giả|thời gian công tác trinh sát là 3 tháng|ban chuyên án tiến hành công tác trinh sát đường dây sản xuất gas giả,Báo cáo về việc ban chuyên án tiến hành công tác trinh sát đường dây sản xuất gas giả trong khoảng thời gian 3 tháng,Thông tin chi tiết về công tác trinh sát đường dây sản xuất gas giả do ban chuyên án thực hiện trong 3 tháng qua,
490,Tổng số tiền thu lợi bất chính của đường dây sản xuất gas giả do P.H.N và Đ.V.Q cầm đầu là 100 tỷ đồng.,True,"Người đàn ông mặc đồng phục cảnh sát|Đồng phục có nhiều nút và danh hiệu nhỏ|Người đàn ông cầm tờ giấy in chữ cái 'P'|Hintergrund: Bức tường bê tông cũ kỹ, cửa sổ đóng bằng vách gỗ, hộp carton|Một chiếc bát nhựa màu đỏ",Đường dây sản xuất gas giả do P.H.N và Đ.V.Q cầm đầu đã thu lợi bất chính.|Tổng số tiền thu được từ hoạt động này là 100 tỷ đồng.,"Người đàn ông mặc đồng phục cảnh sát|Đồng phục có nhiều nút và danh hiệu nhỏ|Người đàn ông cầm tờ giấy in chữ cái 'P'|Hintergrund: Bức tường bê tông cũ kỹ, cửa sổ đóng bằng vách gỗ, hộp carton|Một chiếc bát nhựa màu đỏ|Đường dây sản xuất gas giả do P.H.N và Đ.V.Q cầm đầu đã thu lợi bất chính.|Tổng số tiền thu được từ hoạt động này là 100 tỷ đồng.",Lợi bất chính của đường dây sản xuất gas giả|Tổng số tiền thu được|Những người cầm đầu đường dây,Báo cáo về việc thu lợi bất chính của đường dây sản xuất gas giả do P.H.N và Đ.V.Q cầm đầu. Tổng số tiền thu được là 100 tỷ đồng.,Cảnh sát đã bắt giữ đường dây sản xuất gas giả do P.H.N và Đ.V.Q cầm đầu. Tổng số tiền thu được là 100 tỷ đồng.,
491,"Bộ Công Thương chủ trì, phối hợp với Bộ Tài chính để nghiên cứu sửa đổi cách thức quản lý giá tại Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu.",False,"Người mặc áo sơ mi trắng và vest đen đứng trước bục phát biểu.|Bên bục có bảng hiệu ghi 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'.|Có cờ đỏ và hoa trang trí phía sau.|Vị trí này dường như chính thức, có thể là sự kiện chính phủ hoặc chính thức.",Bộ Công Thương và Bộ Tài chính đang phối hợp nhau.|Họ đang nghiên cứu về việc sửa đổi cách thức quản lý giá.|Cách thức quản lý giá được đề cập trong Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu.|Bộ Công Thương là bộ trưởng chịu trách nhiệm cho việc này.,Bộ Công Thương và Bộ Tài chính đang phối hợp nhau.|Họ đang nghiên cứu về việc sửa đổi cách thức quản lý giá.|Cách thức quản lý giá được đề cập trong Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu.|Bộ Công Thương là bộ trưởng chịu trách nhiệm cho việc này.,Bộ Công Thương|Phối hợp|Nghị định số 83/2014/NĐ-CP,"{'title': 'Tin tức về việc Bộ Công Thương và Bộ Tài chính nghiên cứu sửa đổi cách thức quản lý giá', 'content': 'Bộ Công Thương và Bộ Tài chính đang phối hợp nhau để nghiên cứu về việc sửa đổi cách thức quản lý giá. Cách thức quản lý giá được đề cập trong Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu. Bộ Công Thương là bộ trưởng chịu trách nhiệm cho việc này.'}","{'title': 'Báo cáo về việc nghiên cứu của Bộ Công Thương và Bộ Tài chính về cách thức quản lý giá', 'content': 'Bộ Công Thương và Bộ Tài chính đang phối hợp nhau để nghiên cứu về việc sửa đổi cách thức quản lý giá. Cách thức quản lý giá được đề cập trong Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu. Bộ Công Thương là bộ trưởng chịu trách nhiệm cho việc này.'}",
492,Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp với Tổ công tác bảo đảm an ninh năng lượng vào chiều ngày 10/3 tại trụ sở Chính phủ.,True,"Người mặc áo sơ mi trắng và vest đen đang đứng trước bục phát biểu|Bục phát biểu có bảng hiệu ghi 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'|Có cờ đỏ và hoa trang trí phía sau|Nơi đây có vẻ như một sự kiện chính thức, có thể là sự kiện chính phủ hoặc chính thức",Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp.|Cuộc họp được tổ chức vào chiều ngày 10/3.|Tổ công tác bảo đảm an ninh năng lượng là đối tượng của cuộc họp.|Cuộc họp được tổ chức tại trụ sở Chính phủ.,Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp.|Cuộc họp được tổ chức vào chiều ngày 10/3.|Tổ công tác bảo đảm an ninh năng lượng là đối tượng của cuộc họp.|Cuộc họp được tổ chức tại trụ sở Chính phủ.,Thủ tướng Phạm Minh Chính chủ trì cuộc họp|Cuộc họp diễn ra vào ngày 10/3|Tổ công tác bảo đảm an ninh năng lượng tham gia cuộc họp,"Trong buổi chiều ngày 10/3, Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp với Tổ công tác bảo đảm an ninh năng lượng tại trụ sở Chính phủ. Cuộc họp nhằm thảo luận về các biện pháp để tăng cường an ninh năng lượng trong nước.",Thủ tướng Phạm Minh Chính đã chủ trì cuộc họp với Tổ công tác bảo đảm an ninh năng lượng vào ngày 10/3 tại trụ sở Chính phủ. Cuộc họp nhằm tìm kiếm giải pháp để đảm bảo an ninh năng lượng cho quốc gia.,
493,Nhà nước sẽ quy định giá bán xăng dầu cụ thể sau khi sửa đổi Nghị định số 83/2014/NĐ-CP để kiểm soát thị trường.,False,"Người mặc áo sơ mi trắng và vest đen đang đứng trước bục phát biểu|Bên dưới bục có bảng ghi chú với nội dung 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'|Trong hậu trường có cờ đỏ và hoa trang trí|Cảnh quay diễn ra trong một sự kiện chính thức, có thể là sự kiện chính phủ hoặc chính thức khác",Nhà nước sẽ có hành động quy định giá bán xăng dầu.|Hành động này sẽ được thực hiện sau khi sửa đổi Nghị định số 83/2014/NĐ-CP.|Mục đích của hành động này là kiểm soát thị trường.,Nhà nước sẽ quy định giá bán xăng dầu|Hành động này sẽ được thực hiện sau khi sửa đổi Nghị định số 83/2014/NĐ-CP|Mục đích của hành động này là kiểm soát thị trường,Nhà nước quy định giá xăng dầu|Sửa đổi Nghị định số 83/2014/NĐ-CP|Kiểm soát thị trường,"{'title': 'Thông báo về việc điều chỉnh giá xăng dầu', 'content': 'Theo quyết định mới nhất của Chính phủ, nhà nước sẽ quy định giá bán xăng dầu cụ thể sau khi đã sửa đổi Nghị định số 83/2014/NĐ-CP. Mục tiêu của hành động này nhằm kiểm soát thị trường và đảm bảo ổn định giá cả cho người dân.'}","{'title': 'Chính sách mới về quản lý giá xăng dầu', 'content': 'Chính phủ vừa ban hành nghị định mới nhằm điều chỉnh giá xăng dầu. Việc này nhằm mục đích kiểm soát thị trường và đảm bảo giá cả ổn định cho người dân. Nhà nước sẽ quy định giá bán xăng dầu cụ thể sau khi đã sửa đổi Nghị định số 83/2014/NĐ-CP.'}",
494,Bộ Tài chính được giao nhiệm vụ chủ trì việc sửa đổi cách thức quản lý giá tại Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu.,False,"Người mặc áo sơ mi trắng và vest đen đang đứng trước bục phát biểu.|Bên trên bục có bảng hiệu với nội dung 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'.|Có cờ đỏ và hoa trang trí phía sau.|Nơi đây có vẻ như là sự kiện chính thức, có thể là sự kiện chính phủ hoặc sự kiện chính thức khác.|Người này đang cử động tay phải của mình.",Bộ Tài chính có nhiệm vụ.|Nghĩa vụ này liên quan đến việc sửa đổi cách thức quản lý giá.|Nghĩa vụ này được giao trong Nghị định số 83/2014/NĐ-CP.|Nghĩa vụ này liên quan đến kinh doanh xăng dầu.,Bộ Tài chính có nhiệm vụ.|Nghĩa vụ này liên quan đến việc sửa đổi cách thức quản lý giá.|Nghĩa vụ này được giao trong Nghị định số 83/2014/NĐ-CP.|Nghĩa vụ này liên quan đến kinh doanh xăng dầu.,Bộ Tài chính|nghị định số 83/2014/NĐ-CP|kế hoạch quản lý giá,"{'title': 'Thông báo mới nhất từ Bộ Tài chính', 'content': 'Bộ Tài chính đã nhận nhiệm vụ chủ trì việc sửa đổi cách thức quản lý giá tại Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu. Đây là một nhiệm vụ quan trọng nhằm đảm bảo thị trường xăng dầu hoạt động ổn định và công bằng cho người tiêu dùng.'}","{'title': 'Tổng kết cuộc họp về kế hoạch quản lý giá', 'content': 'Cuộc họp gần đây của Bộ Tài chính đã tập trung vào việc thảo luận và xác định các biện pháp cần thiết để thực hiện nhiệm vụ sửa đổi cách thức quản lý giá tại Nghị định số 83/2014/NĐ-CP về kinh doanh xăng dầu. Các chuyên gia và đại diện từ ngành xăng dầu đã tham dự cuộc họp và đóng góp ý kiến quan trọng.'}",
495,Phó Thủ tướng Trần Hồng Hà là Tổ trưởng Tổ công tác bảo đảm an ninh năng lượng.,True,"Người mặc bộ đồ đen và áo sơ mi trắng đang đứng trước bục phát biểu|Bục phát biểu có bảng hiệu ghi 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'|Có cờ đỏ và hoa trang trí phía sau|Nơi này dường như là sự kiện chính thức, có thể là sự kiện chính phủ hoặc chính thức",Phó Thủ tướng Trần Hồng Hà là một chức vụ chính trị trong Chính phủ Việt Nam.|Trần Hồng Hà là người phụ trách về tổ công tác.|Tổ công tác bảo đảm an ninh năng lượng có nhiệm vụ đảm bảo an ninh cho nguồn năng lượng của quốc gia.,"Người mặc bộ đồ đen và áo sơ mi trắng đang đứng trước bục phát biểu|Bục phát biểu có bảng hiệu ghi 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'|Có cờ đỏ và hoa trang trí phía sau|Nơi này dường như là sự kiện chính thức, có thể là sự kiện chính phủ hoặc chính thức|Phó Thủ tướng Trần Hồng Hà là một chức vụ chính trị trong Chính phủ Việt Nam.|Trần Hồng Hà là người phụ trách về tổ công tác.|Tổ công tác bảo đảm an ninh năng lượng có nhiệm vụ đảm bảo an ninh cho nguồn năng lượng của quốc gia.",Phó Thủ tướng Trần Hồng Hà|Tổ công tác bảo đảm an ninh năng lượng|Chức vụ chính trị trong Chính phủ Việt Nam,"Phó Thủ tướng Trần Hồng Hà đã phát biểu tại sự kiện chính thức, nơi có bảng hiệu ghi 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'. Ông đang phụ trách về tổ công tác bảo đảm an ninh năng lượng, nhiệm vụ quan trọng của tổ chức này là đảm bảo an ninh cho nguồn năng lượng của quốc gia.","Trần Hồng Hà, Phó Thủ tướng Chính phủ Việt Nam, đã được giao trách nhiệm về tổ công tác bảo đảm an ninh năng lượng. Tổ công tác này có nhiệm vụ quan trọng là đảm bảo an ninh cho nguồn năng lượng của quốc gia. Sự xuất hiện của ông tại sự kiện chính thức với bảng hiệu 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH' chứng tỏ vai trò quan trọng của ông trong việc đảm bảo an ninh năng lượng.",
496,Bộ Công Thương đã hoàn thành chương trình dự trữ dầu quốc gia và công bố chiến lược tự chủ năng lượng vào cuối năm 2023.,True,"Người mặc bộ đồ đen và áo sơ mi trắng đang đứng tại bục phát biểu.|Bục phát biểu có bảng hiệu ghi chữ 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'.|Có cờ đỏ và hoa trang trí trong hậu trường.|Vị trí này dường như chính thức, có thể là sự kiện chính phủ hoặc sự kiện quan trọng.",Bộ Công Thương đã hoàn thành chương trình dự trữ dầu quốc gia.|Bộ Công Thương đã công bố chiến lược tự chủ năng lượng vào cuối năm 2023.,"Người mặc bộ đồ đen và áo sơ mi trắng đang đứng tại bục phát biểu.|Bục phát biểu có bảng hiệu ghi chữ 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH'.|Có cờ đỏ và hoa trang trí trong hậu trường.|Vị trí này dường như chính thức, có thể là sự kiện chính phủ hoặc sự kiện quan trọng.|Bộ Công Thương đã hoàn thành chương trình dự trữ dầu quốc gia.|Bộ Công Thương đã công bố chiến lược tự chủ năng lượng vào cuối năm 2023.",Bộ Công Thương đã hoàn thành chương trình dự trữ dầu quốc gia|Bộ Công Thương đã công bố chiến lược tự chủ năng lượng vào cuối năm 2023,"{'title': 'Tổng kết sự kiện của Bộ Công Thương', 'content': ""Bộ Công Thương vừa hoàn thành chương trình dự trữ dầu quốc gia và công bố chiến lược tự chủ năng lượng vào cuối năm 2023. Sự kiện diễn ra tại bục phát biểu với bảng hiệu 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH', có cờ đỏ và hoa trang trí trong hậu trường. Người tham dự được chứng kiến sự kiện qua hình ảnh chụp từ camera.""}","{'title': 'Chương trình dự trữ dầu quốc gia và chiến lược tự chủ năng lượng', 'content': ""Bộ Công Thương đã hoàn thành chương trình dự trữ dầu quốc gia và công bố chiến lược tự chủ năng lượng vào cuối năm 2023. Sự kiện diễn ra tại bục phát biểu với bảng hiệu 'THỦ TƯỞNG CHÍNH PHỦ PHẠM MINH CHÍNH', có cờ đỏ và hoa trang trí trong hậu trường. Người tham dự được chứng kiến sự kiện qua hình ảnh chụp từ camera.""}",
497,Nhiệm kỳ 2020 – 2025 của Chính phủ được đánh giá là một nhiệm kỳ 'khác biệt và khắc nghiệt' do đối mặt với nhiều khó khăn chưa từng có tiền lệ.,True,"Một người đàn ông cao tuổi mặc bộ vest đen với cà vạt xanh dương và một nút thắt đỏ trên áo sơ mi trái|Người đàn ông có mái tóc bạc ngắn và đang cười|Có một micro đặt ở bên phải anh ấy|Vì thế mà môi trường dường như chính thức, có thể là phòng họp hoặc khu vực họp",Nhiệm kỳ 2020 - 2025 của Chính phủ đang được đánh giá.|Nhiệm kỳ này được đánh giá là 'khác biệt và khắc nghiệt'.|Chính phủ đang đối mặt với nhiều khó khăn chưa từng có tiền lệ.,"Nhiệm kỳ 2020 - 2025 của Chính phủ đang được đánh giá.|Nhiệm kỳ này được đánh giá là 'khác biệt và khắc nghiệt'.|Chính phủ đang đối mặt với nhiều khó khăn chưa từng có tiền lệ.|Một người đàn ông cao tuổi mặc bộ vest đen với cà vạt xanh dương và một nút thắt đỏ trên áo sơ mi trái|Người đàn ông có mái tóc bạc ngắn và đang cười|Có một micro đặt ở bên phải anh ấy|Vì thế mà môi trường dường như chính thức, có thể là phòng họp hoặc khu vực họp",Nhiệm kỳ 2020 - 2025 của Chính phủ|khác biệt và khắc nghiệt|đối mặt với nhiều khó khăn chưa từng có tiền lệ,"{'title': 'Tin tức về nhiệm kỳ 2020 - 2025 của Chính phủ', 'content': ""Nhiệm kỳ 2020 - 2025 của Chính phủ đang được đánh giá là một nhiệm kỳ 'khác biệt và khắc nghiệt' do đối mặt với nhiều khó khăn chưa từng có tiền lệ. Một người đàn ông cao tuổi mặc bộ vest đen với cà vạt xanh dương và một nút thắt đỏ trên áo sơ mi trái đang đứng trước một nền tảng gỗ, có vẻ như trong một cuộc họp chính thức.""}","{'title': 'Báo cáo về nhiệm kỳ 2020 - 2025 của Chính phủ', 'content': ""Nhiệm kỳ 2020 - 2025 của Chính phủ đang được đánh giá là một nhiệm kỳ 'khác biệt và khắc nghiệt' do đối mặt với nhiều khó khăn chưa từng có tiền lệ. Một người đàn ông cao tuổi mặc bộ vest đen với cà vạt xanh dương và một nút thắt đỏ trên áo sơ mi trái đang đứng trước một nền tảng gỗ, có vẻ như trong một cuộc họp chính thức.""}",
498,"Chất lượng nguồn nhân lực đào tạo của Việt Nam đã tăng từ 64,5% vào năm 2020 lên 70% vào năm 2025.",False,Một người đàn ông cao tuổi mặc bộ vest đen với cà vạt xanh dương và một nút màu đỏ trên áo sơ mi trái đang đứng trước nền tường gỗ,"Chất lượng nguồn nhân lực đào tạo của Việt Nam đã tăng.|Mức độ tăng là từ 64,5% vào năm 2020 lên 70% vào năm 2025.","Chất lượng nguồn nhân lực đào tạo của Việt Nam đã tăng|Mức độ tăng là từ 64,5% vào năm 2020 lên 70% vào năm 2025.",Tăng chất lượng nguồn nhân lực|Việt Nam|2020 - 2025,"{'title': 'Tăng chất lượng nguồn nhân lực đào tạo tại Việt Nam', 'content': 'Trong giai đoạn từ năm 2020 đến năm 2025, chất lượng nguồn nhân lực đào tạo tại Việt Nam đã có sự tăng trưởng đáng kể. Theo số liệu thống kê, mức độ tăng là từ 64,5% vào năm 2020 lên 70% vào năm 2025.'}","{'title': 'Thúc đẩy phát triển nguồn nhân lực tại Việt Nam', 'content': 'Việt Nam đã đạt được bước tiến quan trọng trong việc nâng cao chất lượng nguồn nhân lực đào tạo trong giai đoạn từ năm 2020 đến năm 2025. Số liệu cho thấy, mức độ tăng là từ 64,5% vào năm 2020 lên 70% vào năm 2025.'}",
499,"Phiên trù bị Đại hội đại biểu Đảng bộ Chính phủ lần thứ I, nhiệm kỳ 2025 – 2030 diễn ra vào buổi sáng ngày 10/12.",False,Một người đàn ông cao tuổi mặc áo vest màu đen với cà vạt xanh dương và có dấu hiệu là một người tham gia chính trị|Người đàn ông này có mái tóc bạc ngắn và đang cười|Có một micro đặt ở bên phải anh ấy,"Sự kiện được tổ chức vào buổi sáng ngày 10/12.|Đối tượng là phiên trù bị Đại hội đại biểu Đảng bộ Chính phủ lần thứ I, nhiệm kỳ 2025 - 2030.|Sự kiện diễn ra tại không gian chưa được xác định cụ thể.|Thời gian diễn ra của sự kiện là từ 10 giờ sáng đến 12 giờ trưa.","Sự kiện diễn ra vào buổi sáng ngày 10/12.|Đối tượng là phiên trù bị Đại hội đại biểu Đảng bộ Chính phủ lần thứ I, nhiệm kỳ 2025 - 2030.|Sự kiện diễn ra tại không gian chưa được xác định cụ thể.|Thời gian diễn ra của sự kiện là từ 10 giờ sáng đến 12 giờ trưa.",Đại hội đại biểu Đảng bộ Chính phủ|Nhiệm kỳ 2025 – 2030|Diễn ra vào buổi sáng ngày 10/12,"Đại hội đại biểu Đảng bộ Chính phủ lần thứ I, nhiệm kỳ 2025 – 2030 đã diễn ra vào buổi sáng ngày 10/12. Sự kiện được tổ chức tại không gian chưa được xác định cụ thể. Thời gian diễn ra của sự kiện là từ 10 giờ sáng đến 12 giờ trưa.","Đại hội đại biểu Đảng bộ Chính phủ lần thứ I, nhiệm kỳ 2025 – 2030 đã diễn ra vào buổi sáng ngày 10/12. Sự kiện được tổ chức tại không gian chưa được xác định cụ thể. Thời gian diễn ra của sự kiện là từ 10 giờ sáng đến 12 giờ trưa.",
